time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-30 00:00:00+00:00,1,1,14,2
2024-12-01 00:00:00+00:00,3,2,6,2
2024-12-02 00:00:00+00:00,11,5,24,10
2024-12-03 00:00:00+00:00,7,3,14,8
2024-12-04 00:00:00+00:00,4,3,22,5
2024-12-05 00:00:00+00:00,11,5,8,3
2024-12-06 00:00:00+00:00,4,3,4,3
2024-12-07 00:00:00+00:00,1,1,11,7
2024-12-08 00:00:00+00:00,6,3,1,1
2024-12-09 00:00:00+00:00,16,5,12,7
2024-12-10 00:00:00+00:00,5,3,5,3
2024-12-11 00:00:00+00:00,8,3,14,4
2024-12-12 00:00:00+00:00,5,4,5,5
2024-12-13 00:00:00+00:00,3,2,7,6
