time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-03 00:00:00+00:00,168,13,8,8
2026-07-04 00:00:00+00:00,55,28,5,5
2026-07-05 00:00:00+00:00,17,10,4,3
2026-07-06 00:00:00+00:00,19,9,5,4
2026-07-07 00:00:00+00:00,13,8,17,6
2026-07-08 00:00:00+00:00,25,13,11,6
2026-07-09 00:00:00+00:00,3,3,7,7
2026-07-10 00:00:00+00:00,20,12,17,9
2026-07-11 00:00:00+00:00,29,16,5,4
2026-07-12 00:00:00+00:00,18,10,7,5
2026-07-13 00:00:00+00:00,22,16,17,6
2026-07-14 00:00:00+00:00,34,17,7,4
2026-07-15 00:00:00+00:00,19,14,7,4
2026-07-16 00:00:00+00:00,8,8,5,4
