time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-16 00:00:00+00:00,10,6,40,5
2023-08-17 00:00:00+00:00,3,3,6,3
2023-08-18 00:00:00+00:00,3,3,15,3
2023-08-19 00:00:00+00:00,3,3,7,3
2023-08-20 00:00:00+00:00,2,2,1,1
2023-08-21 00:00:00+00:00,17,8,6,3
2023-08-22 00:00:00+00:00,8,4,71,6
2023-08-23 00:00:00+00:00,12,7,15,4
2023-08-24 00:00:00+00:00,2,2,70,7
2023-08-25 00:00:00+00:00,11,6,55,3
2023-08-26 00:00:00+00:00,4,4,2,2
2023-08-27 00:00:00+00:00,2,2,5,2
2023-08-28 00:00:00+00:00,12,6,17,2
2023-08-29 00:00:00+00:00,13,6,88,8
