time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-17 00:00:00+00:00,13,7,36,7
2025-02-18 00:00:00+00:00,8,4,42,9
2025-02-19 00:00:00+00:00,6,4,35,6
2025-02-20 00:00:00+00:00,7,6,30,9
2025-02-21 00:00:00+00:00,9,6,74,5
2025-02-22 00:00:00+00:00,7,4,8,6
2025-02-23 00:00:00+00:00,6,3,2,2
2025-02-24 00:00:00+00:00,8,5,6,3
2025-02-25 00:00:00+00:00,6,5,30,11
2025-02-26 00:00:00+00:00,10,7,13,3
2025-02-27 00:00:00+00:00,10,6,22,4
2025-02-28 00:00:00+00:00,5,4,8,4
2025-03-01 00:00:00+00:00,4,2,2,1
2025-03-02 00:00:00+00:00,3,3,31,2
