time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-03 00:00:00+00:00,31,14,25,11
2025-11-04 00:00:00+00:00,11,8,17,7
2025-11-05 00:00:00+00:00,12,7,8,6
2025-11-06 00:00:00+00:00,22,18,26,13
2025-11-07 00:00:00+00:00,26,17,63,7
2025-11-08 00:00:00+00:00,17,7,8,3
2025-11-09 00:00:00+00:00,9,5,29,5
2025-11-10 00:00:00+00:00,18,12,41,13
2025-11-11 00:00:00+00:00,10,9,15,5
2025-11-12 00:00:00+00:00,21,12,23,14
2025-11-13 00:00:00+00:00,14,13,16,11
2025-11-14 00:00:00+00:00,13,7,36,11
2025-11-15 00:00:00+00:00,12,9,10,5
2025-11-16 00:00:00+00:00,6,6,3,2
