time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-07 00:00:00+00:00,10,5,26.0,4.0
2024-10-08 00:00:00+00:00,4,4,7.0,3.0
2024-10-09 00:00:00+00:00,10,7,12.0,3.0
2024-10-10 00:00:00+00:00,2,2,1.0,1.0
2024-10-11 00:00:00+00:00,3,3,11.0,3.0
2024-10-12 00:00:00+00:00,1,1,19.0,4.0
2024-10-13 00:00:00+00:00,4,1,1.0,1.0
2024-10-14 00:00:00+00:00,13,5,3.0,3.0
2024-10-15 00:00:00+00:00,4,3,10.0,4.0
2024-10-16 00:00:00+00:00,5,3,35.0,6.0
2024-10-17 00:00:00+00:00,4,4,3.0,3.0
2024-10-18 00:00:00+00:00,6,4,49.0,3.0
2024-10-19 00:00:00+00:00,1,1,4.0,4.0
2024-10-20 00:00:00+00:00,1,1,,
