time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-27 00:00:00+00:00,2,2,11.0,2.0
2022-12-28 00:00:00+00:00,6,4,3.0,2.0
2022-12-29 00:00:00+00:00,4,4,1.0,1.0
2022-12-30 00:00:00+00:00,2,2,,
2022-12-31 00:00:00+00:00,1,1,,
2023-01-01 00:00:00+00:00,2,2,,
2023-01-02 00:00:00+00:00,8,5,1.0,1.0
2023-01-03 00:00:00+00:00,7,4,36.0,6.0
2023-01-04 00:00:00+00:00,6,4,7.0,3.0
2023-01-05 00:00:00+00:00,1,1,1.0,1.0
2023-01-06 00:00:00+00:00,1,1,4.0,2.0
2023-01-07 00:00:00+00:00,1,1,42.0,2.0
2023-01-08 00:00:00+00:00,2,2,13.0,2.0
2023-01-09 00:00:00+00:00,30,5,13.0,5.0
